0.615764,0.819549,0.802281,0.757447,0.831897,0.84375,0.736842,0.808081,0.81592,0.714286,0.,0.542636,0.614173,0.621951,0.718919,0.690476,0.699301,0.69697,0.80117,0.8,0.786667,0.777778,0.904762,0.915966,0.857988,0.864583,0.71875,0.816667,0.778846,0.852632,0.848,0.936937
0.738938,0.843636,0.84,0.786885,0.858921,0.868263,0.767677,0.829268,0.819512,0.783251,0.542636,0.,0.666667,0.700565,0.73822,0.775956,0.82716,0.784861,0.845304,0.844156,0.822785,0.788177,0.907692,0.936,0.847953,0.884422,0.790476,0.84127,0.787037,0.87,0.852713,0.957265
0.753425,0.853933,0.854478,0.816667,0.866379,0.865385,0.759358,0.824742,0.838384,0.769634,0.614173,0.666667,0.,0.725146,0.72067,0.760234,0.772414,0.774059,0.791411,0.822695,0.791667,0.812183,0.907563,0.929204,0.878788,0.911917,0.789474,0.824561,0.747368,0.83908,0.837607,0.932039
0.631356,0.719424,0.785714,0.781022,0.818868,0.829897,0.700461,0.806867,0.803419,0.721973,0.621951,0.700565,0.725146,0.,0.652174,0.670051,0.8,0.710526,0.82381,0.772727,0.72,0.816667,0.915663,0.937888,0.870192,0.854626,0.81295,0.812903,0.834483,0.905797,0.879518,0.954248
0.758364,0.823718,0.748299,0.789474,0.846975,0.877358,0.789256,0.834677,0.831325,0.791837,0.718919,0.73822,0.72067,0.652174,0.,0.77027,0.810945,0.753521,0.832579,0.853535,0.819095,0.833992,0.920904,0.954023,0.850467,0.889344,0.842105,0.846154,0.860759,0.897959,0.874286,0.944444
0.690083,0.784722,0.837748,0.766917,0.837121,0.848958,0.762332,0.79646,0.808696,0.731818,0.690476,0.775956,0.760234,0.670051,0.77027,0.,0.716763,0.693798,0.84689,0.813559,0.754286,0.865306,0.9125,0.914474,0.882927,0.772947,0.813433,0.844156,0.843972,0.901515,0.875,0.966443
0.780172,0.789272,0.847273,0.8,0.848101,0.838509,0.836538,0.81592,0.857143,0.781095,0.699301,0.82716,0.772414,0.8,0.810945,0.716763,0.,0.811765,0.817143,0.802721,0.765101,0.865116,0.870968,0.87069,0.872832,0.865979,0.786408,0.819672,0.816514,0.867347,0.813008,0.938053
0.66443,0.792717,0.786517,0.741538,0.834835,0.864662,0.751748,0.838816,0.828383,0.705036,0.69697,0.784861,0.774059,0.710526,0.753521,0.693798,0.811765,0.,0.845878,0.836,0.799197,0.766323,0.928571,0.939655,0.880866,0.864407,0.883721,0.883621,0.895928,0.933962,0.894068,0.960177
0.772358,0.807829,0.782609,0.767717,0.798354,0.77381,0.791667,0.821101,0.800926,0.8,0.80117,0.845304,0.791411,0.82381,0.832579,0.84689,0.817143,0.845878,0.,0.72549,0.798817,0.876068,0.856115,0.87218,0.81768,0.810945,0.829268,0.868056,0.861538,0.859649,0.877551,0.896825
0.756881,0.807843,0.803922,0.784483,0.797235,0.6,0.756757,0.797872,0.806283,0.773684,0.8,0.844156,0.822695,0.772727,0.853535,0.813559,0.802721,0.836,0.72549,0.,0.76259,0.873786,0.792453,0.81,0.819355,0.783626,0.771739,0.821429,0.841584,0.862069,0.844828,0.863158
0.797414,0.80916,0.814394,0.811475,0.825328,0.826923,0.81,0.852941,0.808081,0.704301,0.786667,0.822785,0.791667,0.72,0.819095,0.754286,0.765101,0.799197,0.798817,0.76259,0.,0.888889,0.885246,0.885965,0.876471,0.86911,0.79,0.823529,0.820755,0.873684,0.854839,0.954955
0.810526,0.876133,0.852308,0.856209,0.884746,0.895455,0.840467,0.907063,0.878788,0.876866,0.777778,0.788177,0.812183,0.816667,0.833992,0.865306,0.865116,0.766323,0.876068,0.873786,0.888889,0.,0.934783,0.9375,0.931915,0.896,0.90303,0.888889,0.892216,0.922581,0.858757,0.946108
0.875598,0.864407,0.893004,0.881818,0.875,0.736364,0.852071,0.862275,0.863905,0.854651,0.904762,0.907692,0.907563,0.915663,0.920904,0.9125,0.870968,0.928571,0.856115,0.792453,0.885246,0.934783,0.,0.639344,0.804878,0.821918,0.867647,0.870588,0.859155,0.833333,0.860465,0.819672
0.897561,0.902542,0.916667,0.897674,0.86911,0.785047,0.878788,0.847134,0.890909,0.874251,0.915966,0.936,0.929204,0.937888,0.954023,0.914474,0.87069,0.939655,0.87218,0.81,0.885965,0.9375,0.639344,0.,0.840336,0.868056,0.885246,0.898734,0.857143,0.851064,0.914634,0.788462
0.853755,0.83813,0.859155,0.824219,0.818565,0.809816,0.852535,0.822115,0.777228,0.816901,0.857988,0.847953,0.878788,0.870192,0.850467,0.882927,0.872832,0.880866,0.81768,0.819355,0.876471,0.931915,0.804878,0.840336,0.,0.811518,0.842105,0.89781,0.876033,0.886792,0.914894,0.895652
0.754941,0.787456,0.832776,0.760456,0.789683,0.688623,0.82906,0.831169,0.801762,0.795652,0.864583,0.884422,0.911917,0.854626,0.889344,0.772947,0.865979,0.864407,0.810945,0.783626,0.86911,0.896,0.821918,0.868056,0.811518,0.,0.902098,0.926829,0.933775,0.916667,0.927711,0.914286
0.854167,0.885463,0.876106,0.867647,0.864865,0.830189,0.874214,0.84106,0.843137,0.855346,0.71875,0.790476,0.789474,0.81295,0.842105,0.813433,0.786408,0.883721,0.829268,0.771739,0.79,0.90303,0.867647,0.885246,0.842105,0.902098,0.,0.693548,0.653061,0.545455,0.761194,0.882353
0.872642,0.876033,0.871901,0.878924,0.88835,0.874016,0.881356,0.838323,0.853801,0.877095,0.816667,0.84127,0.824561,0.812903,0.846154,0.844156,0.819672,0.883621,0.868056,0.821429,0.823529,0.888889,0.870588,0.898734,0.89781,0.926829,0.693548,0.,0.692308,0.735849,0.827586,0.914286
0.874372,0.911017,0.920502,0.912037,0.896907,0.857143,0.87037,0.859873,0.86875,0.865854,0.778846,0.787037,0.747368,0.834483,0.860759,0.843972,0.816514,0.895928,0.861538,0.841584,0.820755,0.892216,0.859155,0.857143,0.876033,0.933775,0.653061,0.692308,0.,0.7,0.774648,0.910714
0.927083,0.942478,0.942731,0.931035,0.923077,0.888889,0.921569,0.912162,0.913333,0.916129,0.852632,0.87,0.83908,0.905797,0.897959,0.901515,0.867347,0.933962,0.859649,0.862069,0.873684,0.922581,0.833333,0.851064,0.886792,0.916667,0.545455,0.735849,0.7,0.,0.789474,0.837838
0.904545,0.912698,0.925781,0.909091,0.920561,0.858268,0.882682,0.892655,0.893855,0.896739,0.848,0.852713,0.837607,0.879518,0.874286,0.875,0.813008,0.894068,0.877551,0.844828,0.854839,0.858757,0.860465,0.914634,0.914894,0.927711,0.761194,0.827586,0.774648,0.789474,0.,0.885714
0.930348,0.949153,0.935897,0.938967,0.921053,0.88785,0.9125,0.917197,0.918239,0.927273,0.936937,0.957265,0.932039,0.954248,0.944444,0.966443,0.938053,0.960177,0.896825,0.863158,0.954955,0.946108,0.819672,0.788462,0.895652,0.914286,0.882353,0.914286,0.910714,0.837838,0.885714,0.
