0.,0.678457,0.7125,0.59058,0.773333,0.676056,0.62449,0.766667,0.716475,0.692308,0.615764,0.738938,0.753425,0.631356,0.758364,0.690083,0.780172,0.66443,0.772358,0.756881,0.797414,0.810526,0.875598,0.897561,0.853755,0.754941,0.854167,0.872642,0.874372,0.927083,0.904545,0.930348
0.678457,0.,0.735795,0.677116,0.7737,0.802281,0.794788,0.750853,0.789474,0.756667,0.819549,0.843636,0.853933,0.719424,0.823718,0.784722,0.789272,0.792717,0.807829,0.807843,0.80916,0.876133,0.864407,0.902542,0.83813,0.787456,0.885463,0.876033,0.911017,0.942478,0.912698,0.949153
0.7125,0.735795,0.,0.698462,0.731861,0.775194,0.795455,0.792763,0.805825,0.761589,0.802281,0.84,0.854478,0.785714,0.748299,0.837748,0.847273,0.786517,0.782609,0.803922,0.814394,0.852308,0.893004,0.916667,0.859155,0.832776,0.876106,0.871901,0.920502,0.942731,0.925781,0.935897
0.59058,0.677116,0.698462,0.,0.723906,0.758475,0.70632,0.775801,0.759857,0.741935,0.757447,0.786885,0.816667,0.781022,0.789474,0.766917,0.8,0.741538,0.767717,0.784483,0.811475,0.856209,0.881818,0.897674,0.824219,0.760456,0.867647,0.878924,0.912037,0.931035,0.909091,0.938967
0.773333,0.7737,0.731861,0.723906,0.,0.763636,0.823741,0.785714,0.773585,0.782288,0.831897,0.858921,0.866379,0.818868,0.846975,0.837121,0.848101,0.834835,0.798354,0.797235,0.825328,0.884746,0.875,0.86911,0.818565,0.789683,0.864865,0.88835,0.896907,0.923077,0.920561,0.921053
0.676056,0.802281,0.775194,0.758475,0.763636,0.,0.704301,0.752632,0.768041,0.78,0.84375,0.868263,0.865385,0.829897,0.877358,0.848958,0.838509,0.864662,0.77381,0.6,0.826923,0.895455,0.736364,0.785047,0.809816,0.688623,0.830189,0.874016,0.857143,0.888889,0.858268,0.88785
0.62449,0.794788,0.795455,0.70632,0.823741,0.704301,0.,0.730435,0.727273,0.705628,0.736842,0.767677,0.759358,0.700461,0.789256,0.762332,0.836538,0.751748,0.791667,0.756757,0.81,0.840467,0.852071,0.878788,0.852535,0.82906,0.874214,0.881356,0.87037,0.921569,0.882682,0.9125
0.766667,0.750853,0.792763,0.775801,0.785714,0.752632,0.730435,0.,0.675799,0.795918,0.808081,0.829268,0.824742,0.806867,0.834677,0.79646,0.81592,0.838816,0.821101,0.797872,0.852941,0.907063,0.862275,0.847134,0.822115,0.831169,0.84106,0.838323,0.859873,0.912162,0.892655,0.917197
0.716475,0.789474,0.805825,0.759857,0.773585,0.768041,0.727273,0.675799,0.,0.741525,0.81592,0.819512,0.838384,0.803419,0.831325,0.808696,0.857143,0.828383,0.800926,0.806283,0.808081,0.878788,0.863905,0.890909,0.777228,0.801762,0.843137,0.853801,0.86875,0.913333,0.893855,0.918239
0.692308,0.756667,0.761589,0.741935,0.782288,0.78,0.705628,0.795918,0.741525,0.,0.714286,0.783251,0.769634,0.721973,0.791837,0.731818,0.781095,0.705036,0.8,0.773684,0.704301,0.876866,0.854651,0.874251,0.816901,0.795652,0.855346,0.877095,0.865854,0.916129,0.896739,0.927273
