0.,0.555046,0.662651,0.573705,0.616667,0.644928,0.631579,0.648305,0.634615,0.598253,0.589744,0.65625,0.527132,0.598361,0.65126,0.59507,0.654804,0.637288,0.658385,0.73065,0.61442,0.685535,0.633803,0.624031,0.559055,0.642405,0.670769,0.632,0.621399,0.69434,0.632716,0.624138,0.696721,0.706081,0.657658,0.623239,0.636364,0.663121,0.677193,0.507614,0.642857,0.724138,0.643382,0.66185,0.656347,0.709677,0.574627,0.73871,0.664062,0.718412,0.682482,0.666667,0.61165,0.670659,0.632716,0.708633,0.697368,0.696774,0.738351,0.655949,0.678322,0.632716,0.679128,0.640678,0.664286,0.587629,0.707143,0.744681,0.648649,0.665574,0.679181,0.676568,0.734247,0.728972,0.681159,0.623762,0.613636,0.647975,0.765152,0.781746,0.630435,0.642023,0.763393,0.765799,0.746324,0.719231,0.700337,0.66782,0.722008,0.678457,0.683636,0.688,0.641791,0.67,0.715026,0.629787,0.659751,0.640187,0.702586,0.583333,0.75641,0.722727,0.776744,0.714829,0.771429,0.720524,0.632353,0.689362,0.680365,0.748954,0.79661,0.676724,0.666667,0.720848,0.742616,0.760956,0.77451,0.65,0.75,0.642857,0.709821,0.692308,0.760163,0.798995,0.839378,0.830918,0.739938,0.718447,0.727848,0.687943,0.76506,0.732919,0.694915,0.738516,0.766102,0.787456,0.701342,0.665236,0.697368,0.708333,0.642553,0.768519,0.620818,0.685039,0.706977,0.730924,0.855814,0.821429,0.790795,0.762097,0.70428,0.764192,0.714286,0.761905,0.715481,0.749049,0.694215,0.717703,0.807512,0.73913,0.75974,0.746269,0.688462,0.65,0.586854,0.693965,0.672269,0.717391,0.790795,0.7,0.742718,0.725581,0.740741,0.733645,0.733333,0.695455,0.665289,0.686916,0.709524,0.67029,0.704348,0.713675,0.756637,0.819005,0.673913,0.693069,0.771028,0.765306,0.691964,0.835052,0.832487,0.844221,0.846512,0.849246,0.737374,0.756219,0.764398,0.70339,0.685484,0.788732,0.782427,0.763285,0.82439,0.756757,0.78673,0.842857,0.816964,0.672269,0.712329,0.791667,0.79717,0.778802,0.713115,0.80198,0.824786,0.764259,0.755656,0.748837,0.703252,0.690476,0.77619,0.767717,0.879828,0.758772,0.807692,0.785124,0.69967,0.742616,0.786364,0.849372,0.799283,0.878641,0.831858,0.88835,0.911765,0.790123,0.798319,0.789883,0.804167,0.86631,0.785714,0.909574,0.9375,0.875676,0.857843,0.846154,0.815,0.887324,0.891753,0.866995,0.871795,0.951613,0.967568,0.925532,0.892523,0.934343
0.555046,0.,0.559586,0.529126,0.604651,0.582222,0.570707,0.557377,0.636364,0.538462,0.489011,0.636792,0.617021,0.497382,0.57754,0.590164,0.607759,0.644531,0.672535,0.718412,0.69697,0.645522,0.623967,0.604651,0.511962,0.669039,0.653571,0.656892,0.592965,0.640187,0.684746,0.584362,0.601064,0.661224,0.611429,0.650602,0.596939,0.629787,0.635593,0.602339,0.646465,0.697297,0.598214,0.700637,0.702055,0.703008,0.493088,0.722433,0.665116,0.678414,0.627803,0.639344,0.604478,0.667808,0.697987,0.624434,0.667969,0.683019,0.697368,0.645522,0.686992,0.689189,0.705263,0.679389,0.676349,0.681481,0.676724,0.709677,0.698113,0.625,0.65587,0.708955,0.728125,0.725632,0.576037,0.639098,0.605381,0.693103,0.684466,0.707692,0.613734,0.613208,0.701754,0.705607,0.650943,0.669856,0.741445,0.730769,0.728111,0.714801,0.682403,0.7,0.679487,0.425373,0.678082,0.524862,0.639594,0.560976,0.633333,0.639535,0.627907,0.662722,0.666667,0.689815,0.743478,0.685083,0.621739,0.60221,0.573171,0.715789,0.676301,0.534884,0.663043,0.757085,0.693548,0.707071,0.576642,0.612903,0.598485,0.588957,0.662857,0.666667,0.697917,0.739726,0.775362,0.744966,0.764912,0.678295,0.710037,0.703704,0.732143,0.716364,0.669355,0.757202,0.759036,0.784232,0.622407,0.569832,0.712766,0.639485,0.666667,0.721212,0.570136,0.677725,0.579618,0.668367,0.791139,0.777778,0.735135,0.74,0.682464,0.780749,0.726316,0.758454,0.733668,0.765766,0.681818,0.732143,0.793939,0.758475,0.727626,0.680751,0.625,0.654545,0.586207,0.747475,0.647668,0.644068,0.728261,0.641176,0.708861,0.719298,0.738372,0.758621,0.736264,0.752688,0.666667,0.662722,0.721893,0.655172,0.693548,0.698413,0.670588,0.788235,0.71134,0.717791,0.731707,0.736486,0.632184,0.733333,0.784722,0.793103,0.79375,0.791667,0.617021,0.733766,0.743056,0.685864,0.651741,0.73913,0.764398,0.735849,0.776316,0.676647,0.751553,0.794872,0.77907,0.589189,0.695402,0.77381,0.780488,0.764706,0.742718,0.801282,0.791209,0.732394,0.698225,0.718563,0.736842,0.772321,0.768293,0.759615,0.855556,0.767568,0.802139,0.715054,0.739777,0.753846,0.738095,0.823529,0.828452,0.810811,0.791907,0.84,0.863946,0.786802,0.777778,0.700508,0.752688,0.828358,0.763514,0.880597,0.904412,0.875,0.851613,0.866667,0.818182,0.848101,0.881119,0.848684,0.838028,0.931298,0.961832,0.902985,0.876543,0.909091
0.662651,0.559586,0.,0.628205,0.654804,0.641129,0.57346,0.682243,0.646809,0.647619,0.611374,0.670996,0.700758,0.662281,0.666667,0.678832,0.678295,0.643123,0.721683,0.764901,0.734375,0.672474,0.601594,0.752941,0.673387,0.675676,0.633218,0.662921,0.737288,0.738775,0.702875,0.644195,0.686916,0.713755,0.745192,0.735714,0.768908,0.716981,0.661417,0.746341,0.728889,0.772512,0.687747,0.724551,0.747634,0.781879,0.647059,0.791809,0.760163,0.757812,0.677551,0.746479,0.638889,0.728125,0.719243,0.717131,0.717857,0.721254,0.665254,0.639286,0.708333,0.71519,0.739414,0.695341,0.747212,0.732203,0.787313,0.759615,0.765306,0.745763,0.793103,0.740484,0.789174,0.825949,0.766038,0.661972,0.673387,0.751572,0.748918,0.783784,0.630522,0.535211,0.75,0.739316,0.711864,0.740426,0.707407,0.701493,0.710526,0.736486,0.628692,0.718062,0.692,0.660819,0.794286,0.686636,0.650943,0.670157,0.742857,0.74,0.648936,0.755102,0.797872,0.796,0.819231,0.77512,0.735849,0.709524,0.733668,0.787037,0.68617,0.732394,0.692568,0.745174,0.808219,0.818965,0.789773,0.780105,0.762195,0.772277,0.8,0.777778,0.759259,0.83908,0.852761,0.841808,0.774834,0.703971,0.732639,0.709302,0.781046,0.767442,0.73913,0.792453,0.832143,0.82197,0.74552,0.701422,0.761905,0.706564,0.62439,0.794737,0.730038,0.777778,0.757732,0.797414,0.845304,0.828829,0.794258,0.738318,0.696035,0.817308,0.72549,0.804348,0.783784,0.793388,0.546875,0.833333,0.833333,0.812977,0.641732,0.716738,0.630631,0.66383,0.659898,0.739336,0.696262,0.620321,0.637838,0.68254,0.6125,0.704918,0.687151,0.741935,0.694737,0.717949,0.688073,0.695187,0.768421,0.690476,0.714286,0.748815,0.761421,0.755556,0.679803,0.805263,0.778378,0.786982,0.77512,0.748344,0.801242,0.79375,0.787356,0.836364,0.747059,0.803371,0.815476,0.694175,0.704036,0.779006,0.778846,0.776536,0.813953,0.715054,0.803279,0.842697,0.806283,0.748879,0.675676,0.795699,0.852632,0.8125,0.705607,0.815029,0.81592,0.72,0.727273,0.703911,0.712329,0.784232,0.77095,0.789474,0.839378,0.8,0.807882,0.708543,0.764706,0.786047,0.795812,0.839024,0.793522,0.706667,0.829897,0.877193,0.871951,0.826484,0.836449,0.838983,0.798077,0.856209,0.831395,0.909091,0.936306,0.910828,0.867052,0.894118,0.863636,0.857143,0.901235,0.884393,0.849057,0.946667,0.966443,0.914474,0.876405,0.925926
0.573705,0.529126,0.628205,0.,0.545126,0.546185,0.524887,0.502439,0.570833,0.595455,0.507042,0.517857,0.556863,0.479263,0.61435,0.494163,0.603053,0.597122,0.666667,0.740506,0.537415,0.518248,0.542636,0.649606,0.560976,0.516014,0.595318,0.616022,0.642857,0.590717,0.582237,0.539623,0.549763,0.66065,0.625,0.558935,0.663866,0.632959,0.63806,0.568528,0.665236,0.743363,0.480851,0.616564,0.643087,0.693603,0.587786,0.706485,0.695652,0.611336,0.569672,0.707965,0.619205,0.694864,0.673846,0.700375,0.680412,0.638889,0.721804,0.501845,0.541833,0.503472,0.692064,0.559259,0.678832,0.691803,0.679245,0.719457,0.693603,0.665541,0.660714,0.690236,0.735955,0.710098,0.661597,0.603448,0.664151,0.534722,0.697095,0.728448,0.659341,0.678431,0.732057,0.7251,0.714844,0.673554,0.692308,0.648551,0.692623,0.678808,0.713235,0.699588,0.619608,0.596685,0.764398,0.584475,0.623894,0.645631,0.649533,0.705607,0.702326,0.706731,0.719388,0.731517,0.737643,0.728507,0.588235,0.610329,0.674641,0.773504,0.769231,0.640553,0.54417,0.722628,0.711712,0.738397,0.740741,0.716418,0.780749,0.681159,0.723502,0.72541,0.70354,0.798942,0.835165,0.795812,0.67893,0.693878,0.729642,0.669145,0.736508,0.705882,0.602996,0.772242,0.764912,0.760148,0.523622,0.653153,0.716216,0.686131,0.693617,0.813084,0.655431,0.685714,0.702439,0.738589,0.818182,0.8125,0.790393,0.838583,0.66805,0.816594,0.69863,0.770492,0.755274,0.761719,0.759184,0.75122,0.807882,0.782609,0.778878,0.677551,0.678715,0.557447,0.502591,0.573529,0.660793,0.626214,0.699531,0.707547,0.60452,0.65641,0.686869,0.705,0.712264,0.497268,0.56682,0.598958,0.717822,0.602362,0.650943,0.674312,0.687805,0.761194,0.70354,0.805687,0.781553,0.789474,0.716895,0.811111,0.827957,0.821622,0.837438,0.833333,0.706522,0.779487,0.755556,0.693333,0.675106,0.725389,0.708333,0.761421,0.801047,0.730769,0.809756,0.815385,0.747525,0.654867,0.720379,0.797101,0.837321,0.741294,0.698276,0.838384,0.815315,0.732794,0.723301,0.746341,0.617117,0.762646,0.762626,0.668142,0.836449,0.768182,0.780822,0.746667,0.66899,0.761905,0.756098,0.809955,0.821168,0.876923,0.82243,0.887179,0.894737,0.829876,0.84874,0.769547,0.824786,0.850575,0.816754,0.903409,0.921348,0.911111,0.848958,0.890625,0.857868,0.875,0.908602,0.882051,0.869565,0.942197,0.965318,0.920455,0.902439,0.924324
0.616667,0.604651,0.654804,0.545126,0.,0.579661,0.622302,0.676364,0.639456,0.618868,0.574144,0.559259,0.642173,0.550562,0.629214,0.603774,0.570946,0.681416,0.72118,0.707386,0.632023,0.584098,0.522184,0.666667,0.582759,0.626087,0.601173,0.550649,0.661972,0.692308,0.640669,0.590476,0.660517,0.649842,0.720149,0.561056,0.728814,0.685358,0.70948,0.715909,0.690391,0.746324,0.610738,0.623306,0.587021,0.659639,0.567114,0.747126,0.731148,0.675497,0.528986,0.673004,0.605882,0.692513,0.633053,0.688312,0.695266,0.724432,0.723473,0.486928,0.682243,0.577259,0.697222,0.664671,0.722561,0.719101,0.695513,0.790036,0.710145,0.634441,0.678899,0.718391,0.719697,0.713068,0.680645,0.578462,0.682692,0.635328,0.729452,0.786207,0.608553,0.646048,0.789474,0.763934,0.721854,0.705479,0.677914,0.660436,0.738255,0.747253,0.707937,0.739865,0.654605,0.665236,0.758475,0.537849,0.5625,0.697674,0.750903,0.720307,0.682353,0.769811,0.747967,0.714765,0.703333,0.761905,0.614618,0.702206,0.690196,0.771429,0.820789,0.635659,0.620588,0.707937,0.644269,0.719424,0.815261,0.783784,0.855422,0.735632,0.758364,0.731034,0.684211,0.836066,0.869748,0.81893,0.751381,0.613208,0.696793,0.71118,0.72549,0.723944,0.643533,0.770642,0.775449,0.798165,0.678899,0.728571,0.765343,0.659164,0.7,0.830827,0.662379,0.697595,0.785714,0.796667,0.858824,0.816609,0.823944,0.818792,0.744186,0.820144,0.774194,0.760417,0.769231,0.781759,0.733333,0.823308,0.84556,0.801829,0.772988,0.762987,0.721854,0.585714,0.664093,0.720588,0.715302,0.687259,0.590717,0.726923,0.743802,0.763566,0.726908,0.779923,0.759399,0.698039,0.642066,0.760456,0.816479,0.696203,0.752727,0.679389,0.765152,0.818533,0.669201,0.825095,0.801556,0.828571,0.729323,0.831897,0.868313,0.863636,0.828,0.877049,0.75,0.790984,0.814346,0.714286,0.72069,0.811765,0.787004,0.771429,0.827869,0.731225,0.824219,0.843373,0.729508,0.667897,0.747126,0.8,0.841699,0.807692,0.753472,0.870079,0.810409,0.778878,0.75969,0.77821,0.736111,0.770492,0.811024,0.730496,0.883212,0.80292,0.834532,0.762774,0.720117,0.734317,0.827068,0.84058,0.830769,0.909091,0.842697,0.899598,0.914634,0.831034,0.834507,0.801347,0.863014,0.906383,0.830579,0.927039,0.935897,0.927966,0.865306,0.906883,0.880952,0.889764,0.92562,0.90873,0.886555,0.965517,0.973913,0.935345,0.91954,0.937759
0.644928,0.582222,0.641129,0.546185,0.579661,0.,0.598361,0.637131,0.619231,0.599138,0.554113,0.640625,0.577778,0.558333,0.628692,0.629252,0.65493,0.681818,0.721408,0.745455,0.676558,0.634304,0.548148,0.699275,0.65942,0.646875,0.666667,0.639474,0.686047,0.664122,0.641337,0.496269,0.647059,0.637324,0.681223,0.542435,0.720307,0.667832,0.712838,0.715517,0.742308,0.739496,0.608209,0.626471,0.664634,0.696774,0.591241,0.717532,0.723247,0.67037,0.585271,0.678112,0.625397,0.670623,0.681416,0.726316,0.684211,0.662295,0.755245,0.616393,0.615942,0.505017,0.699088,0.631757,0.65,0.726994,0.697509,0.764463,0.7375,0.678457,0.642361,0.74613,0.763926,0.74772,0.713287,0.615132,0.687943,0.676737,0.773234,0.780392,0.590406,0.70696,0.788793,0.736842,0.745455,0.737828,0.641115,0.66323,0.735849,0.719136,0.6787,0.723077,0.626866,0.629442,0.782609,0.641667,0.584416,0.640553,0.679654,0.720524,0.659091,0.744493,0.75814,0.742647,0.778947,0.746835,0.612546,0.568807,0.584541,0.688312,0.714286,0.682203,0.636943,0.724739,0.767347,0.769531,0.801887,0.725581,0.809756,0.737991,0.720524,0.756654,0.733607,0.814634,0.836735,0.834123,0.678457,0.717949,0.754601,0.705882,0.753012,0.728395,0.620567,0.719858,0.781457,0.764912,0.674576,0.719512,0.761317,0.703448,0.692308,0.820961,0.71134,0.724528,0.763158,0.78327,0.842593,0.851145,0.813765,0.848148,0.708812,0.828571,0.745833,0.750988,0.765873,0.74812,0.677686,0.763636,0.827273,0.782007,0.786164,0.629032,0.726937,0.624031,0.656388,0.688034,0.699187,0.582938,0.68018,0.675799,0.717073,0.736364,0.691943,0.732719,0.743478,0.689189,0.631799,0.69863,0.761261,0.562016,0.651786,0.54067,0.716216,0.725962,0.696203,0.808889,0.746479,0.828571,0.69163,0.820513,0.83,0.841584,0.816901,0.852217,0.748768,0.796209,0.823529,0.675214,0.690476,0.803653,0.775934,0.737864,0.79902,0.685446,0.773585,0.806763,0.725118,0.497653,0.7,0.806306,0.828054,0.804444,0.669456,0.834123,0.797414,0.76779,0.726027,0.764706,0.708,0.767528,0.802752,0.726908,0.862661,0.794118,0.8159,0.778689,0.686469,0.762295,0.756881,0.786957,0.835052,0.875598,0.824561,0.885167,0.902913,0.858238,0.84,0.793103,0.836,0.86911,0.777778,0.917098,0.92228,0.912821,0.832512,0.88835,0.863208,0.85782,0.910448,0.896226,0.896552,0.94709,0.973684,0.927083,0.894495,0.940887
0.631579,0.570707,0.57346,0.524887,0.622302,0.598361,0.,0.620192,0.595652,0.569307,0.524752,0.625551,0.613546,0.577982,0.649533,0.645756,0.658915,0.669065,0.697068,0.731544,0.702532,0.636042,0.592885,0.738281,0.653226,0.6633,0.675497,0.682192,0.732218,0.707819,0.678457,0.560784,0.688073,0.675472,0.642857,0.629771,0.675556,0.652344,0.673077,0.69,0.627358,0.724638,0.572034,0.705706,0.715655,0.731034,0.659004,0.708633,0.72428,0.670782,0.594017,0.723005,0.698361,0.755287,0.711599,0.727626,0.695341,0.726027,0.699187,0.655052,0.616,0.661238,0.718954,0.628253,0.719101,0.728188,0.75,0.776744,0.752542,0.715753,0.745583,0.696113,0.746356,0.767213,0.708171,0.676976,0.685039,0.677632,0.74359,0.744292,0.653696,0.668067,0.682796,0.678414,0.707113,0.745833,0.703297,0.677903,0.653153,0.745033,0.700787,0.745763,0.666667,0.581818,0.729412,0.625592,0.640187,0.636842,0.655,0.688776,0.691919,0.668449,0.737705,0.771084,0.771654,0.701493,0.687259,0.598985,0.668394,0.752336,0.727273,0.690476,0.714754,0.764045,0.762791,0.743243,0.79558,0.747368,0.797688,0.735,0.764423,0.766949,0.736111,0.767857,0.807453,0.820225,0.720137,0.690647,0.732877,0.637097,0.76873,0.712329,0.667925,0.773585,0.783883,0.779923,0.685185,0.690141,0.784404,0.768116,0.730088,0.793814,0.701149,0.741667,0.731959,0.781116,0.824176,0.842795,0.781991,0.829787,0.69697,0.821596,0.707317,0.787879,0.772321,0.777778,0.714932,0.795918,0.812834,0.779923,0.763251,0.706383,0.662338,0.625,0.584211,0.709524,0.654028,0.570652,0.688776,0.683938,0.615854,0.684783,0.688525,0.721925,0.702564,0.664921,0.640187,0.654054,0.728723,0.670635,0.683168,0.712919,0.729592,0.748634,0.69378,0.772487,0.777778,0.77907,0.707921,0.75641,0.807229,0.807229,0.793296,0.813253,0.645963,0.754286,0.778443,0.669903,0.626168,0.730337,0.736585,0.727273,0.798851,0.715789,0.795699,0.80791,0.740541,0.654028,0.691099,0.775401,0.81383,0.773684,0.700461,0.826816,0.791045,0.714912,0.721053,0.739362,0.658879,0.753138,0.756906,0.711009,0.855,0.793269,0.758794,0.696517,0.738676,0.757009,0.75,0.826087,0.797619,0.836257,0.822335,0.887006,0.882353,0.845815,0.829493,0.792208,0.813953,0.831169,0.802326,0.891026,0.918239,0.9,0.844828,0.890805,0.841808,0.861111,0.89759,0.868571,0.86747,0.934641,0.960784,0.910256,0.867403,0.915152
0.648305,0.557377,0.682243,0.502439,0.676364,0.637131,0.620192,0.,0.538462,0.65,0.554404,0.604762,0.646091,0.559406,0.59375,0.624506,0.654321,0.655172,0.658451,0.731449,0.618375,0.625468,0.613169,0.666667,0.612335,0.654804,0.677083,0.713092,0.654028,0.595238,0.666667,0.608,0.524862,0.687747,0.60452,0.606557,0.652174,0.652893,0.647303,0.595376,0.626263,0.710526,0.580357,0.724458,0.710438,0.683019,0.626556,0.75,0.677273,0.660793,0.658009,0.689119,0.692042,0.736334,0.74359,0.721992,0.731618,0.70696,0.740586,0.635688,0.614407,0.638889,0.667857,0.669201,0.713147,0.714286,0.714876,0.755102,0.716912,0.67658,0.707692,0.708487,0.75076,0.747368,0.684874,0.6787,0.6875,0.67931,0.665049,0.680412,0.64876,0.669643,0.670588,0.699074,0.675799,0.682243,0.75,0.725191,0.733032,0.695652,0.740891,0.699531,0.684874,0.585526,0.712418,0.566138,0.626263,0.596491,0.648649,0.662921,0.674033,0.662791,0.675,0.724444,0.742489,0.705882,0.639831,0.58011,0.677778,0.778325,0.733696,0.638298,0.672598,0.765873,0.713542,0.72549,0.699346,0.672727,0.748344,0.639535,0.72043,0.728972,0.704082,0.712329,0.798611,0.767742,0.768166,0.683206,0.746429,0.708502,0.766323,0.6875,0.669323,0.776,0.767717,0.787755,0.582278,0.731707,0.71875,0.73622,0.717703,0.778409,0.683128,0.753304,0.680233,0.732057,0.803681,0.828571,0.79798,0.809302,0.694444,0.791667,0.663043,0.763033,0.763285,0.796537,0.732057,0.76,0.805882,0.782787,0.750943,0.710407,0.744589,0.672566,0.603352,0.673684,0.694581,0.708995,0.773196,0.701657,0.683544,0.695906,0.744318,0.728324,0.685393,0.666667,0.646766,0.654971,0.682635,0.725806,0.657609,0.717949,0.763441,0.75,0.76699,0.79661,0.781609,0.75974,0.698925,0.784722,0.730496,0.806667,0.841176,0.813333,0.763975,0.779141,0.758389,0.768116,0.70892,0.698113,0.695652,0.726708,0.782051,0.756906,0.786982,0.78481,0.836957,0.694581,0.758065,0.764706,0.820809,0.733728,0.717073,0.80625,0.839378,0.7713,0.769231,0.761364,0.653266,0.731818,0.751515,0.7343,0.870968,0.810256,0.836735,0.79703,0.72963,0.746193,0.751445,0.802139,0.840816,0.846154,0.789773,0.858974,0.852349,0.79703,0.80102,0.779343,0.80203,0.816176,0.808917,0.884058,0.907143,0.886525,0.855346,0.877419,0.830189,0.84472,0.884354,0.88125,0.858108,0.941176,0.962963,0.905797,0.912281,0.911565
0.634615,0.636364,0.646809,0.570833,0.639456,0.619231,0.595652,0.538462,0.,0.646018,0.581081,0.651639,0.648148,0.590517,0.633929,0.675862,0.655556,0.705686,0.732523,0.788344,0.678019,0.669967,0.6337,0.731343,0.665399,0.647059,0.696875,0.703125,0.75,0.701961,0.687117,0.633452,0.622727,0.685714,0.689815,0.65233,0.6875,0.678832,0.738676,0.683962,0.721992,0.756637,0.633205,0.723647,0.718654,0.733553,0.679856,0.754967,0.712598,0.697318,0.643137,0.715556,0.714286,0.774286,0.687117,0.701887,0.690722,0.698997,0.708812,0.647651,0.650558,0.628205,0.693291,0.621429,0.731449,0.701639,0.738182,0.76652,0.758065,0.710526,0.743243,0.717608,0.765193,0.748408,0.730909,0.651007,0.695167,0.68239,0.730612,0.767932,0.703571,0.739623,0.798165,0.751969,0.726562,0.743083,0.693662,0.69258,0.750988,0.746835,0.705224,0.711934,0.667939,0.643243,0.760638,0.670996,0.649123,0.660194,0.669767,0.713615,0.691943,0.733333,0.778325,0.748062,0.785978,0.736364,0.725,0.64977,0.719626,0.786325,0.799107,0.696429,0.689103,0.728938,0.795745,0.781893,0.813131,0.75,0.815789,0.761468,0.765766,0.747967,0.73913,0.697674,0.832402,0.829897,0.767296,0.742574,0.77918,0.718412,0.795732,0.707237,0.737201,0.782918,0.788194,0.802158,0.642336,0.724138,0.768559,0.729537,0.700855,0.804762,0.705455,0.729084,0.741627,0.751037,0.833333,0.834711,0.776786,0.832,0.707317,0.808889,0.688372,0.787755,0.741379,0.768627,0.756198,0.812207,0.82266,0.789091,0.76431,0.684426,0.696,0.645161,0.61165,0.72,0.674009,0.666667,0.725581,0.684466,0.659341,0.678571,0.715,0.72,0.629442,0.704762,0.66087,0.676617,0.72,0.72,0.701835,0.711712,0.768519,0.782178,0.687783,0.779412,0.796117,0.77957,0.747748,0.801136,0.805556,0.831522,0.792746,0.81768,0.756614,0.769634,0.785714,0.734783,0.72541,0.664835,0.679426,0.751295,0.816754,0.745192,0.806931,0.836735,0.780488,0.685589,0.716346,0.763819,0.823529,0.762376,0.722222,0.823834,0.812785,0.708333,0.719212,0.619565,0.648889,0.73494,0.765306,0.726496,0.834123,0.764977,0.794521,0.731818,0.728188,0.730942,0.746269,0.790698,0.819188,0.86911,0.808612,0.885417,0.893048,0.832636,0.84188,0.801619,0.832618,0.847953,0.826316,0.914286,0.926136,0.890805,0.864583,0.877005,0.849741,0.867347,0.907104,0.88601,0.854749,0.947368,0.97076,0.919075,0.906404,0.923077
0.598253,0.538462,0.647619,0.595455,0.618868,0.599138,0.569307,0.65,0.646018,0.,0.573604,0.652968,0.58547,0.598086,0.605128,0.69403,0.684,0.697417,0.727575,0.75945,0.732258,0.682143,0.610656,0.681035,0.668067,0.657244,0.710438,0.681818,0.650943,0.662162,0.686667,0.632812,0.687805,0.695312,0.654054,0.632,0.705069,0.592275,0.728682,0.623595,0.616162,0.657609,0.565022,0.681529,0.639576,0.675472,0.570815,0.714286,0.709251,0.669565,0.568807,0.606557,0.711864,0.704918,0.729032,0.76,0.728938,0.732143,0.732218,0.638376,0.657143,0.677852,0.674912,0.686567,0.735409,0.729825,0.727642,0.731959,0.741935,0.678967,0.694981,0.751773,0.770833,0.753472,0.698347,0.584615,0.584821,0.629893,0.752252,0.741463,0.678715,0.666667,0.754098,0.742222,0.730435,0.743363,0.646586,0.697674,0.741071,0.764505,0.679325,0.737557,0.653846,0.562914,0.646259,0.555556,0.623116,0.640449,0.680628,0.628571,0.684783,0.627219,0.695122,0.692308,0.744681,0.695187,0.637131,0.664948,0.604651,0.691099,0.763158,0.634921,0.69338,0.695833,0.668449,0.728155,0.77439,0.715116,0.80625,0.681564,0.723404,0.725581,0.68718,0.75,0.784722,0.79375,0.721429,0.705224,0.765734,0.66805,0.755172,0.713262,0.634146,0.678112,0.759843,0.779592,0.694981,0.715686,0.741117,0.748062,0.738318,0.787709,0.5625,0.727679,0.762162,0.786364,0.83432,0.857143,0.79397,0.832579,0.697248,0.8,0.715026,0.753555,0.753623,0.777293,0.75814,0.790055,0.821839,0.769547,0.823322,0.707207,0.648148,0.663717,0.622951,0.71066,0.697561,0.610169,0.702703,0.645714,0.6875,0.699422,0.695906,0.701754,0.744681,0.706522,0.656863,0.681818,0.752809,0.722892,0.716495,0.694301,0.674286,0.774566,0.680412,0.75,0.679012,0.754839,0.673913,0.762238,0.793333,0.777027,0.779141,0.807947,0.677632,0.751553,0.761589,0.675258,0.693396,0.770588,0.765306,0.722222,0.769231,0.64881,0.760479,0.817073,0.744186,0.637755,0.668571,0.788571,0.781065,0.765714,0.675,0.801242,0.765027,0.733945,0.670588,0.71345,0.682927,0.73991,0.739394,0.742857,0.835165,0.774869,0.75,0.668478,0.736264,0.723077,0.761364,0.810526,0.813278,0.869565,0.805556,0.875,0.883871,0.75,0.809045,0.781395,0.827586,0.835714,0.764706,0.885714,0.908451,0.888112,0.812903,0.864516,0.832298,0.860606,0.885906,0.86875,0.852349,0.934307,0.963504,0.899281,0.874251,0.912752
