0.,0.596667,0.687732,0.646586,0.695652,0.611321,0.72028,0.68254,0.629442,0.725,0.649533,0.697211,0.814634,0.678457,0.7125,0.59058,0.773333,0.642241,0.672131,0.739336,0.803846,0.62449,0.729958,0.766667,0.769231,0.716475,0.764912,0.778481,0.698113,0.665236,0.737778,0.725322,0.723618,0.787037,0.807339,0.818182,0.818182,0.738938,0.737557,0.753425,0.631356,0.758364,0.690083,0.739777,0.780172,0.66443,0.772358,0.756881,0.797414,0.810526,0.875598,0.829694,0.874396,0.853755,0.754941,0.854167,0.855072,0.899038,0.872642,0.880383,0.874372,0.927083,0.904545,0.930348
0.596667,0.,0.657627,0.720539,0.612179,0.695238,0.680645,0.720137,0.732794,0.716912,0.732824,0.732877,0.842105,0.710227,0.739612,0.645768,0.784024,0.765517,0.730104,0.80695,0.808081,0.745875,0.771429,0.779221,0.726316,0.776699,0.792049,0.752907,0.736156,0.708029,0.761364,0.754579,0.821429,0.794466,0.821012,0.862745,0.825911,0.743295,0.807407,0.779923,0.759322,0.767974,0.723404,0.650177,0.792593,0.750708,0.772242,0.787645,0.862191,0.820988,0.896825,0.848148,0.900398,0.810714,0.739437,0.894958,0.897638,0.912,0.898438,0.917969,0.896694,0.940426,0.911877,0.942623
0.687732,0.657627,0.,0.655172,0.691756,0.734317,0.693487,0.736625,0.717277,0.615764,0.68,0.627273,0.802198,0.750809,0.71,0.610687,0.748175,0.755365,0.722222,0.764103,0.663551,0.726531,0.751131,0.768,0.479381,0.784314,0.779851,0.657993,0.72,0.798319,0.795349,0.752294,0.807292,0.784615,0.825,0.849741,0.861538,0.785047,0.807512,0.807692,0.793522,0.792969,0.817814,0.810606,0.858407,0.800643,0.752252,0.8,0.876106,0.858182,0.73494,0.837321,0.869565,0.811659,0.744589,0.866279,0.878307,0.903226,0.867725,0.888298,0.875706,0.916168,0.892308,0.932584
0.646586,0.720539,0.655172,0.,0.766784,0.747126,0.800738,0.723684,0.762162,0.707317,0.687831,0.669767,0.790419,0.802589,0.746622,0.711111,0.788889,0.754545,0.753304,0.652695,0.720379,0.678571,0.731707,0.741379,0.781659,0.775,0.789883,0.814433,0.769231,0.810573,0.826087,0.83105,0.854839,0.818182,0.847368,0.849162,0.874317,0.821256,0.81,0.804124,0.7897,0.823293,0.830508,0.822134,0.858491,0.81,0.786047,0.722222,0.861244,0.826772,0.845238,0.835897,0.8,0.863014,0.792952,0.888199,0.867052,0.913295,0.9,0.91573,0.890909,0.914474,0.895028,0.919255
0.695652,0.612179,0.691756,0.766784,0.,0.745875,0.701031,0.735294,0.773913,0.748031,0.800797,0.744444,0.819444,0.763158,0.760234,0.689542,0.793651,0.793358,0.769231,0.85124,0.846429,0.712177,0.762846,0.767857,0.75188,0.769504,0.782609,0.818991,0.734043,0.702811,0.771784,0.77381,0.828194,0.765766,0.832618,0.84375,0.84375,0.757322,0.807377,0.802521,0.735849,0.759857,0.753788,0.732852,0.810484,0.768769,0.792308,0.769565,0.826613,0.806122,0.892377,0.828452,0.876147,0.864662,0.788889,0.873786,0.868182,0.914414,0.879464,0.9163,0.907407,0.931373,0.904762,0.939252
0.611321,0.695238,0.734317,0.747126,0.745875,0.,0.671642,0.706827,0.761905,0.811245,0.781659,0.799242,0.840796,0.726984,0.755418,0.702055,0.752613,0.707627,0.753968,0.836364,0.78629,0.737452,0.74569,0.757692,0.729508,0.745174,0.76087,0.775244,0.649194,0.691304,0.748858,0.809129,0.742268,0.770732,0.837209,0.832512,0.815,0.744292,0.75463,0.753555,0.706612,0.763359,0.762097,0.749049,0.802632,0.768254,0.822581,0.797235,0.820175,0.829181,0.863636,0.827273,0.885,0.793103,0.826923,0.858696,0.859297,0.888325,0.855,0.885572,0.855615,0.923077,0.9,0.915344
0.72028,0.680645,0.693487,0.800738,0.701031,0.671642,0.,0.704453,0.753623,0.780083,0.752252,0.815789,0.839196,0.749216,0.791541,0.775974,0.813333,0.7375,0.78125,0.850679,0.822835,0.778196,0.764957,0.765385,0.643172,0.752896,0.697318,0.773771,0.699219,0.659193,0.679612,0.792373,0.765306,0.77451,0.807692,0.80102,0.80102,0.69378,0.740566,0.763033,0.751004,0.747082,0.799213,0.686747,0.816594,0.786164,0.806584,0.833333,0.844156,0.815217,0.850515,0.846847,0.866667,0.753363,0.802372,0.863388,0.875,0.875648,0.881773,0.873096,0.86631,0.928177,0.909524,0.942708
0.68254,0.720137,0.736625,0.723684,0.735294,0.706827,0.704453,0.,0.755556,0.801843,0.791045,0.778261,0.841176,0.741379,0.788079,0.748175,0.789474,0.613402,0.688679,0.690476,0.767442,0.706667,0.664921,0.689498,0.669903,0.704036,0.59633,0.794326,0.722222,0.761682,0.747368,0.810427,0.804598,0.744186,0.79096,0.796407,0.831395,0.768041,0.780105,0.766304,0.73516,0.8,0.768182,0.714912,0.820895,0.798635,0.846847,0.777174,0.786458,0.832669,0.847561,0.786885,0.777778,0.826923,0.820175,0.847682,0.863095,0.87037,0.844311,0.846626,0.851613,0.918919,0.892045,0.923567
0.629442,0.732794,0.717277,0.762162,0.773913,0.761905,0.753623,0.755556,0.,0.671141,0.639098,0.734104,0.608247,0.788,0.754098,0.722727,0.75,0.572414,0.624204,0.775194,0.82659,0.768817,0.721854,0.75,0.730539,0.745856,0.773869,0.796537,0.675978,0.664474,0.705882,0.568182,0.463158,0.716667,0.678261,0.724771,0.712963,0.708029,0.684615,0.75,0.778409,0.791444,0.740964,0.764706,0.784722,0.796681,0.723684,0.736434,0.804196,0.884058,0.801887,0.75,0.831776,0.778524,0.775148,0.697674,0.794393,0.825243,0.809091,0.833333,0.791667,0.847059,0.863248,0.873684
0.725,0.716912,0.615764,0.707317,0.748031,0.811245,0.780083,0.801843,0.671141,0.,0.668712,0.629032,0.742647,0.749077,0.745387,0.695473,0.771784,0.778894,0.727273,0.779874,0.798995,0.806306,0.801047,0.813636,0.766169,0.776744,0.808511,0.801527,0.797357,0.786802,0.828729,0.721591,0.794702,0.819876,0.825,0.80137,0.793103,0.82967,0.810345,0.844828,0.848624,0.850877,0.85514,0.823789,0.853261,0.864111,0.729282,0.793939,0.862637,0.873418,0.868056,0.840237,0.833333,0.834225,0.693548,0.852713,0.846154,0.886525,0.886667,0.890411,0.882353,0.901639,0.902597,0.908397
0.649533,0.732824,0.68,0.687831,0.800797,0.781659,0.752252,0.791045,0.639098,0.668712,0.,0.583333,0.705882,0.784906,0.752896,0.701299,0.76,0.730337,0.72973,0.627907,0.724138,0.734694,0.822222,0.78,0.730769,0.684492,0.759434,0.797571,0.77512,0.837696,0.810976,0.683544,0.79562,0.838926,0.804196,0.82963,0.846715,0.797546,0.834356,0.864198,0.812183,0.849765,0.86,0.803828,0.852071,0.863971,0.701219,0.736111,0.855422,0.893805,0.803279,0.806667,0.809917,0.694805,0.715909,0.798165,0.84375,0.823529,0.846154,0.821138,0.846154,0.875,0.874074,0.894737
0.697211,0.732877,0.627273,0.669767,0.744444,0.799242,0.815789,0.778261,0.734104,0.629032,0.583333,0.,0.753247,0.795987,0.767918,0.719697,0.756863,0.724638,0.674757,0.664596,0.609626,0.675926,0.77451,0.773913,0.771689,0.691244,0.756198,0.759259,0.764706,0.844444,0.840796,0.757576,0.833333,0.840659,0.825843,0.867052,0.860465,0.83,0.836735,0.85567,0.807018,0.885827,0.848485,0.834008,0.862745,0.858553,0.745,0.75,0.8,0.900763,0.842767,0.827027,0.825806,0.82266,0.712195,0.880795,0.872727,0.89441,0.86747,0.890909,0.883871,0.916084,0.895349,0.913907
