0.,0.529183,0.642857,0.590717,0.66065,0.57346,0.480851,0.569672,0.619205,0.673846,0.721804,0.503472,0.559259,0.678832,0.693603,0.661597,0.603448,0.534722,0.697095,0.728448,0.678431,0.7251,0.714844,0.673554,0.692308,0.648551,0.692623,0.713235,0.699588,0.596685,0.705607,0.702326,0.706731,0.719388,0.728507,0.642202,0.54417,0.711712,0.681159,0.723502,0.72541,0.70354,0.798942,0.835165,0.67893,0.693878,0.669145,0.705882,0.602996,0.772242,0.764912,0.523622,0.653153,0.716216,0.691406,0.683761,0.685714,0.702439,0.81893,0.838583,0.66805,0.816594,0.69863,0.761719,0.759184,0.724,0.782609,0.778878,0.677551,0.678715,0.502591,0.646789,0.497268,0.598958,0.642857,0.687805,0.761194,0.741784,0.789474,0.716895,0.811111,0.833333,0.706522,0.693333,0.675106,0.725389,0.708333,0.761421,0.809756,0.815385,0.803109,0.725118,0.698276,0.838384,0.815315,0.723301,0.746341,0.617117,0.762646,0.762626,0.668142,0.836449,0.768182,0.780822,0.66899,0.761905,0.756098,0.809955,0.821168,0.876923,0.82243,0.887179,0.894737,0.84874,0.769547,0.824786,0.850575,0.816754,0.914286,0.848958,0.890625,0.873737,0.882051,0.869565,0.965318,0.920455,0.902439,0.924324
0.529183,0.,0.574297,0.618868,0.674342,0.570815,0.600719,0.648936,0.592476,0.634218,0.755853,0.65407,0.654952,0.757098,0.467153,0.633452,0.651235,0.620061,0.664093,0.692,0.612782,0.738351,0.652985,0.599206,0.694534,0.70607,0.759717,0.722408,0.701493,0.723214,0.72314,0.760956,0.740586,0.758772,0.762846,0.698413,0.54902,0.669456,0.644444,0.717842,0.570833,0.720472,0.828054,0.859813,0.755102,0.695925,0.673469,0.718563,0.65894,0.783871,0.773163,0.656766,0.717054,0.737052,0.655678,0.671875,0.674157,0.681416,0.758755,0.761364,0.626459,0.753086,0.706122,0.749104,0.732075,0.670455,0.731034,0.731861,0.733096,0.746528,0.700405,0.727626,0.665217,0.745833,0.745583,0.776423,0.834025,0.760331,0.81982,0.772549,0.861111,0.868182,0.826087,0.750958,0.79021,0.806867,0.780392,0.784141,0.835443,0.851528,0.846491,0.776423,0.744361,0.855895,0.833992,0.795918,0.790795,0.715909,0.77193,0.790393,0.789091,0.862348,0.83908,0.863118,0.726154,0.776923,0.783898,0.800813,0.832237,0.889381,0.840816,0.852535,0.9,0.840909,0.769517,0.819231,0.889952,0.868421,0.937799,0.875556,0.901345,0.891304,0.893805,0.899083,0.970732,0.932692,0.915612,0.935484
0.642857,0.574297,0.,0.629956,0.73913,0.61,0.658635,0.701195,0.664407,0.721003,0.742063,0.721003,0.733564,0.739777,0.579767,0.581897,0.66899,0.704545,0.677273,0.679612,0.579186,0.68,0.627803,0.626728,0.75089,0.776224,0.771784,0.770677,0.774059,0.6875,0.663158,0.75122,0.71875,0.711864,0.735294,0.508197,0.685811,0.554945,0.563218,0.663158,0.595122,0.68932,0.792899,0.811321,0.76412,0.692029,0.754647,0.731293,0.627451,0.737255,0.76779,0.72,0.751131,0.740385,0.67234,0.649289,0.676991,0.65,0.772093,0.723005,0.726496,0.741117,0.769953,0.775,0.73991,0.718615,0.772549,0.733577,0.771429,0.740741,0.745283,0.807018,0.788462,0.776119,0.790323,0.77,0.822917,0.793103,0.830508,0.747573,0.828221,0.865497,0.812155,0.806167,0.797521,0.820106,0.798122,0.818182,0.830688,0.831461,0.837989,0.794118,0.781659,0.796512,0.823529,0.769231,0.812183,0.791489,0.824701,0.84375,0.780702,0.852792,0.813397,0.85446,0.799331,0.747619,0.765957,0.84058,0.867925,0.853801,0.837563,0.858824,0.886905,0.827103,0.698113,0.770732,0.865385,0.812865,0.929487,0.862069,0.895349,0.870057,0.892045,0.885542,0.966887,0.922581,0.902174,0.926829
0.590717,0.618868,0.629956,0.,0.608527,0.576355,0.603239,0.698842,0.685065,0.737952,0.752852,0.661342,0.653571,0.736462,0.689895,0.650794,0.630662,0.698413,0.698276,0.695853,0.694779,0.694915,0.67364,0.685106,0.693141,0.733333,0.786561,0.78853,0.754098,0.691892,0.738095,0.678218,0.647368,0.721925,0.694175,0.641148,0.662207,0.707547,0.681818,0.725962,0.694323,0.705069,0.805556,0.802395,0.731788,0.685512,0.759857,0.702703,0.561753,0.752809,0.772563,0.67033,0.773504,0.741935,0.728346,0.718615,0.734694,0.736318,0.804348,0.8159,0.685106,0.795349,0.753425,0.789683,0.767932,0.731405,0.791045,0.790541,0.736842,0.756863,0.717593,0.795745,0.685,0.758454,0.72541,0.752427,0.778351,0.825688,0.827957,0.742991,0.83237,0.867403,0.829016,0.815126,0.792,0.793814,0.775229,0.804124,0.816327,0.847368,0.822581,0.821101,0.786611,0.846561,0.827103,0.769608,0.79902,0.744681,0.780877,0.780105,0.748918,0.815,0.828054,0.830275,0.737201,0.754545,0.734375,0.78744,0.856618,0.875,0.851675,0.88587,0.893855,0.835556,0.735683,0.776744,0.880952,0.843243,0.934132,0.832402,0.889503,0.871658,0.892473,0.898876,0.969136,0.927711,0.907692,0.919075
0.66065,0.674342,0.73913,0.608527,0.,0.641667,0.691781,0.705882,0.747875,0.697143,0.75,0.658824,0.647059,0.767516,0.693038,0.722034,0.676923,0.761773,0.725564,0.75969,0.725352,0.75,0.726619,0.755396,0.729299,0.720257,0.767025,0.75,0.732342,0.720183,0.767347,0.711864,0.727273,0.789474,0.714286,0.72619,0.642857,0.789883,0.753138,0.792,0.769231,0.762646,0.816901,0.832512,0.761062,0.663399,0.701695,0.731928,0.699346,0.786885,0.779935,0.722045,0.768061,0.734694,0.700361,0.738636,0.782456,0.766949,0.80916,0.832117,0.746377,0.834646,0.76,0.778571,0.719844,0.758123,0.784512,0.784615,0.753571,0.753521,0.749004,0.740157,0.77551,0.769874,0.770318,0.785124,0.813853,0.789256,0.824885,0.780877,0.845411,0.874419,0.825893,0.796226,0.776173,0.806167,0.784,0.782805,0.788288,0.872247,0.798122,0.809717,0.793358,0.876652,0.83871,0.774468,0.8,0.727969,0.770609,0.815789,0.716535,0.863071,0.816,0.832,0.762918,0.740891,0.76652,0.814815,0.828283,0.890909,0.845833,0.884793,0.896714,0.827451,0.714286,0.818898,0.897059,0.879464,0.940887,0.87156,0.893023,0.851852,0.895455,0.874396,0.974874,0.935644,0.903509,0.923077
0.57346,0.570815,0.61,0.576355,0.641667,0.,0.588235,0.660793,0.734694,0.734426,0.717391,0.659722,0.69697,0.67364,0.628,0.61086,0.681319,0.672535,0.719048,0.730964,0.678733,0.684211,0.654028,0.716279,0.719844,0.713726,0.701422,0.702128,0.7277,0.597315,0.627219,0.7,0.650602,0.670968,0.659091,0.597765,0.599237,0.697297,0.566038,0.689266,0.727273,0.666667,0.744828,0.772059,0.713235,0.720755,0.690377,0.723636,0.621849,0.755187,0.746939,0.647541,0.71066,0.695652,0.72807,0.685,0.705607,0.707602,0.825243,0.815166,0.691943,0.778378,0.702703,0.757991,0.685279,0.682692,0.75641,0.764259,0.726027,0.697248,0.597701,0.72449,0.67052,0.690058,0.724771,0.712644,0.778443,0.75419,0.766667,0.688889,0.792857,0.829932,0.738562,0.729592,0.731132,0.703226,0.7,0.716129,0.779141,0.776316,0.807692,0.748603,0.715,0.766667,0.802198,0.725146,0.774566,0.683417,0.78125,0.765432,0.732673,0.860335,0.778378,0.849741,0.770073,0.724868,0.719512,0.802198,0.841667,0.847682,0.789474,0.853333,0.862069,0.781915,0.760976,0.826531,0.807692,0.751724,0.884615,0.826667,0.864865,0.851613,0.854305,0.852113,0.96124,0.901515,0.895706,0.907801
0.480851,0.600719,0.658635,0.603239,0.691781,0.588235,0.,0.506224,0.670807,0.692308,0.728261,0.631579,0.666667,0.677305,0.704545,0.5,0.640523,0.527211,0.745174,0.75102,0.701493,0.712062,0.70229,0.703125,0.699324,0.675862,0.740458,0.724382,0.727626,0.694581,0.714286,0.760684,0.727273,0.621053,0.724891,0.659389,0.626623,0.757322,0.709091,0.747826,0.751938,0.711864,0.81,0.84456,0.71519,0.721683,0.71875,0.674267,0.556391,0.681481,0.650558,0.645614,0.729508,0.77686,0.77305,0.744094,0.743396,0.763393,0.831373,0.827586,0.66129,0.820084,0.713043,0.80292,0.79771,0.759399,0.790941,0.801887,0.716475,0.671875,0.557692,0.681035,0.650943,0.613861,0.669323,0.727273,0.790698,0.737557,0.806931,0.730435,0.834197,0.854271,0.748744,0.679654,0.673469,0.727723,0.722467,0.75,0.819444,0.842105,0.842105,0.733032,0.668085,0.841346,0.82906,0.731481,0.753488,0.623377,0.753788,0.763285,0.736842,0.864629,0.7897,0.786026,0.694352,0.772727,0.768519,0.798246,0.819788,0.899522,0.831111,0.893204,0.900497,0.846154,0.779528,0.832653,0.859459,0.80303,0.907609,0.828283,0.896552,0.875,0.88835,0.871134,0.967391,0.925134,0.897196,0.928571
0.569672,0.648936,0.701195,0.698842,0.705882,0.660793,0.506224,0.,0.679245,0.692771,0.752727,0.613419,0.688963,0.68231,0.726384,0.65019,0.593103,0.58804,0.766537,0.793522,0.661417,0.748062,0.727969,0.704,0.619048,0.661922,0.717131,0.642308,0.724,0.668394,0.715596,0.757709,0.752294,0.619565,0.67907,0.659193,0.690852,0.698198,0.739726,0.744395,0.758893,0.623256,0.795812,0.844086,0.740506,0.683673,0.701439,0.683168,0.637681,0.715867,0.727599,0.6875,0.741667,0.753247,0.734082,0.760956,0.735409,0.782805,0.830645,0.840467,0.724409,0.818965,0.736842,0.787879,0.752033,0.784906,0.797872,0.823344,0.717647,0.703125,0.64186,0.587678,0.694836,0.679612,0.690763,0.728972,0.776699,0.733645,0.792746,0.754386,0.807692,0.848168,0.744792,0.625,0.684647,0.773399,0.779221,0.765,0.82381,0.761905,0.748663,0.7109,0.707627,0.840796,0.785388,0.696078,0.72549,0.691983,0.750973,0.784314,0.748971,0.869955,0.7713,0.783784,0.733553,0.775424,0.777251,0.833333,0.827338,0.884422,0.835616,0.888889,0.907692,0.831224,0.767347,0.811966,0.865922,0.807292,0.909605,0.851282,0.903553,0.864322,0.889447,0.871658,0.971751,0.921788,0.909091,0.919786
0.619205,0.592476,0.664407,0.685065,0.747875,0.734694,0.670807,0.679245,0.,0.692708,0.780415,0.628415,0.685714,0.722714,0.677233,0.673981,0.651558,0.678284,0.733553,0.77592,0.666667,0.781931,0.734177,0.638889,0.746479,0.731429,0.785047,0.712538,0.755627,0.7,0.752688,0.731884,0.785714,0.794007,0.802721,0.712281,0.676712,0.78157,0.71161,0.729927,0.739274,0.790698,0.871212,0.894531,0.780105,0.707386,0.752907,0.713499,0.701754,0.776471,0.791429,0.695906,0.697183,0.759582,0.677524,0.679443,0.715686,0.770073,0.794613,0.792079,0.747604,0.804196,0.79322,0.783699,0.741611,0.75,0.78869,0.729107,0.746032,0.713826,0.705036,0.72028,0.746377,0.768116,0.668919,0.763636,0.823529,0.793594,0.842308,0.756184,0.864542,0.875,0.788235,0.728223,0.729373,0.847273,0.829431,0.806818,0.837638,0.842912,0.860377,0.759124,0.760797,0.855513,0.840278,0.807143,0.815884,0.780645,0.799383,0.846715,0.8,0.888889,0.804196,0.858108,0.709402,0.825658,0.831541,0.848276,0.791411,0.884615,0.846429,0.900763,0.915058,0.842282,0.825397,0.823129,0.902834,0.844358,0.94332,0.885496,0.911877,0.890566,0.905303,0.914397,0.97541,0.939024,0.919708,0.949416
0.673846,0.634218,0.721003,0.737952,0.697143,0.734426,0.692308,0.692771,0.692708,0.,0.680124,0.638522,0.668539,0.696793,0.640805,0.740634,0.638889,0.672775,0.76087,0.8125,0.747774,0.765244,0.775148,0.719243,0.699717,0.656892,0.745342,0.697605,0.706452,0.806338,0.751724,0.818182,0.82392,0.83737,0.803922,0.794304,0.634615,0.818471,0.773973,0.756014,0.722581,0.714286,0.873646,0.908088,0.743455,0.75266,0.737892,0.760309,0.731302,0.792135,0.792818,0.696884,0.732673,0.766667,0.711656,0.728155,0.665574,0.764085,0.730375,0.75817,0.681818,0.768166,0.732877,0.673267,0.7411,0.721519,0.731928,0.766938,0.756839,0.718266,0.701389,0.652482,0.758621,0.749117,0.728972,0.795918,0.848276,0.657795,0.837638,0.796053,0.85,0.885609,0.8125,0.761438,0.768519,0.826241,0.790698,0.812274,0.857639,0.855072,0.833948,0.770833,0.755627,0.875,0.808219,0.808219,0.787234,0.755556,0.778788,0.842105,0.721854,0.848276,0.79322,0.834437,0.76781,0.825949,0.823529,0.83612,0.840909,0.906475,0.83391,0.873134,0.907407,0.849359,0.77707,0.84984,0.91635,0.889286,0.94636,0.891304,0.844961,0.907801,0.921708,0.910781,0.980695,0.950382,0.912281,0.948148
